1,半夏宏观对冲私募基金,P088716,,,,
2,元葵产业对冲基金,P006036,,,,
3,凯丰宏观对冲9号,P013861,,,,
4,平安财富投资精英之从容,P089570,,,,
5,泓湖稳宏,P010363,,,,
6,泓湖重域,P000309,,,,
7,元葵复利成长3号,P005439,,,,
8,砥俊瑞安1号,P014862,,,,
